,image,MSE,PSNR,SSIM
456,he94532,382.114501953125,22.28135003523252,0.5708259
457,he94533,440.9250081380208,21.60623547960691,0.5954445
458,he94557,400.6175537109375,22.1640811199915,0.544118
459,he94558,147.0174560546875,26.692887262331606,0.5675394
460,he94560,207.5041707356771,24.914384238116686,0.68055886
461,he94583,348.8104248046875,22.343033561400553,0.60046023
462,he94584,400.2607421875,22.010990242713984,0.56290585
463,he94585,206.449951171875,24.973485499494394,0.6293715
464,he94587,463.3646647135417,21.463917735245403,0.5718773
465,he94640,323.3358154296875,22.692659511701088,0.5995835
466,he94666,274.1609700520833,23.506244165424746,0.4857712
467,he94691,217.13639322916666,24.937168699687348,0.60149425
468,he94692,428.3665364583333,21.410488324744396,0.5880131
469,he95035,405.463134765625,21.883299503609827,0.5071042
470,he95060,534.7067057291666,20.54319133258526,0.5330177
471,he95082,228.7015177408854,24.653112028393615,0.56615716
472,he95083,328.6807861328125,23.431719578782,0.52405024
473,he95129,448.9770100911458,21.934297484309923,0.5788451
474,he95130,398.4117838541667,22.2773586563161,0.5447621
475,he95152,667.6625569661459,19.721778266269467,0.58690923
476,he95179,711.513671875,19.50998612627792,0.5157333
477,he95200,522.2023111979166,20.670613466878006,0.503046
478,he95202,93.58815511067708,28.983120854349693,0.6764257
479,he95203,594.2050374348959,20.312953254171436,0.5213647
480,he95225,534.1444905598959,20.57295499594648,0.5600924
481,he95226,391.7925618489583,22.18915002483254,0.5792054
482,he95227,580.6170247395834,20.56788518821883,0.53271717
483,he95228,258.0426025390625,23.590200791175505,0.5364284
484,he95251,613.3083902994791,20.075851028649602,0.52903837
485,he95252,292.29237874348956,23.873374957986456,0.639024
486,he95294,271.46775309244794,23.970781716961334,0.56334823
487,he95314,122.6531982421875,26.867623427453196,0.49949136
488,he95315,62.89832560221354,30.32389124792795,0.62012386
489,he95316,167.5480753580729,25.458079882887606,0.5633393
490,he95317,646.2818603515625,19.756095644044272,0.5465827
491,he95318,252.1865234375,24.565558818870752,0.58741724
492,he95319,180.17240397135416,25.610490906079587,0.5584889
493,he95338,81.7078857421875,29.151899966917814,0.35869685
494,he95339,175.84920247395834,25.56967726968707,0.46642187
495,he95340,226.7562459309896,24.60508243446902,0.55254537
496,he95341,133.7987263997396,27.18861492034241,0.5992047
497,he95360,214.6605224609375,24.384820806598615,0.6093385
498,he95361,202.35664876302084,24.99297527906056,0.55858386
499,he95362,88.88812255859375,28.776585677497014,0.44401336
500,he95363,81.173828125,28.989750671548027,0.48182774
501,he95364,334.5787760416667,22.59072775503819,0.4374765
502,he95365,180.57330322265625,25.51653178327413,0.486738
503,he95366,284.6380615234375,23.49633259222276,0.6461618
504,he95385,60.88897705078125,30.363533353138838,0.5718518
505,he95386,124.44313557942708,27.05761062652101,0.57302237
506,he95387,99.43761189778645,28.556823545415586,0.5852759
507,he95388,90.8736063639323,28.86862922936725,0.4475994
508,he95389,120.20159912109375,27.370046349287144,0.61757284
509,he95390,93.96893310546875,28.56046023854068,0.6193742
510,he95408,334.9454752604167,22.614207383138165,0.52202135
511,he95409,77.97415669759114,29.641252779662466,0.5106974
512,he95410,103.83907063802083,28.08719720102847,0.48039398
513,he95411,107.5017801920573,27.746147589701128,0.56073296
514,he95412,111.3424784342448,27.523034093964107,0.5372006
515,he95413,92.31493123372395,28.206945882722714,0.6366027
516,he95432,239.6279500325521,24.349155975775524,0.5107427
517,he95433,162.6033732096354,26.142235928686617,0.3819065
518,he95434,73.49585978190105,29.842898552358296,0.467633
519,he95436,90.36502075195312,28.548057331466623,0.54504514
520,he95437,70.57679239908855,29.463333106132783,0.60166377
521,he95438,28.166341145833332,33.569824022766774,0.6662433
522,he95441,393.1732584635417,22.399571191967386,0.52433056
523,he95456,248.8939208984375,24.099634019433545,0.45895457
524,he95457,275.70790608723956,23.615073469393,0.39511302
525,he95458,238.0129597981771,24.36007011137532,0.343938
526,he95459,103.8468526204427,28.20083269011128,0.4602989
527,he95460,100.00937906901042,28.333631812461878,0.56889826
528,he95461,143.0832316080729,26.421825350164468,0.5008692
529,he95462,148.83378092447916,26.657112423806577,0.6033303
530,he95463,136.9117431640625,26.62583169782971,0.58853173
531,he95480,209.56868489583334,25.050963027096316,0.4395492
532,he95481,222.42364501953125,24.64582768828854,0.43837845
533,he95483,245.205078125,24.206004831012635,0.4401962
534,he95484,263.34033203125,23.839867773609473,0.3988727
535,he95485,140.95096842447916,26.783941439340282,0.49582174
536,he95487,255.639892578125,23.88120853769362,0.5021096
537,he95504,276.47654215494794,23.677278592027037,0.43847814
538,he95505,168.27019246419272,26.243702520789853,0.40433112
539,he95506,281.42254638671875,23.46764314388366,0.44199577
540,he95507,312.57562255859375,23.257765841366634,0.44549075
541,he95508,420.082763671875,21.862286674533983,0.43561336
542,he95509,336.560546875,23.119258252199607,0.43487063
543,he95510,229.33015950520834,24.642864295962635,0.48429343
544,he95528,411.670654296875,21.750113401461988,0.486995
545,he95529,185.452392578125,25.538506643645377,0.5471518
546,he95530,323.0695393880208,22.9609983721382,0.39690042
547,he95531,310.8191324869792,23.395022065899383,0.4453671
548,he95532,300.86354573567706,23.5575519560825,0.4514967
549,he95533,629.6224772135416,20.02526961332584,0.39731503
550,he95534,565.1316324869791,20.81246903047425,0.4328835
551,he95553,184.26192220052084,25.58898819367721,0.5656597
552,he95554,165.3846435546875,26.332244303565112,0.42249954
553,he95556,386.3199462890625,22.3562548338697,0.4646779
554,he95557,415.5033772786458,22.08263374545277,0.43317628
555,he95558,430.8716227213542,22.02360625561672,0.41050735
556,he95559,473.8013916015625,21.348794065907395,0.46828878
557,he95578,384.8418782552083,22.373449511579658,0.42289376
