,image,criterion,thresh,fp,tp,fn,precision,recall,accuracy,f1,n_true,n_pred,mean_true_score,mean_matched_score,panoptic_quality
95,he88764,iou,0.5,36,94,91,0.7230769230769231,0.5081081081081081,0.4253393665158371,0.5968253968253968,185,130,0.3411478815851985,0.6714080648219332,0.40071338471912205
96,he88765,iou,0.5,49,63,109,0.5625,0.36627906976744184,0.2850678733031674,0.44366197183098594,172,112,0.24936190316843432,0.6807975769042969,0.3020439953871176
97,he88766,iou,0.5,55,57,81,0.5089285714285714,0.41304347826086957,0.29533678756476683,0.456,138,112,0.26436015142910724,0.640029840302049,0.2918536071777344
98,he88767,iou,0.5,20,32,43,0.6153846153846154,0.4266666666666667,0.3368421052631579,0.5039370078740157,75,52,0.277830810546875,0.6511659622192383,0.3281466266301673
99,he88768,iou,0.5,10,10,7,0.5,0.5882352941176471,0.37037037037037035,0.5405405405405406,17,20,0.4049714593326344,0.6884514808654785,0.3721359356029614
100,he88769,iou,0.5,3,2,8,0.4,0.2,0.15384615384615385,0.26666666666666666,10,5,0.1255701780319214,0.6278508901596069,0.16742690404256186
101,he88785,iou,0.5,26,36,39,0.5806451612903226,0.48,0.3564356435643564,0.5255474452554745,75,62,0.314471435546875,0.6551488240559896,0.34431179074475365
102,he88786,iou,0.5,32,26,29,0.4482758620689655,0.4727272727272727,0.2988505747126437,0.46017699115044247,55,58,0.30574271462180397,0.646763434776893,0.29762565140175606
103,he88787,iou,0.5,24,8,13,0.25,0.38095238095238093,0.17777777777777778,0.3018867924528302,21,32,0.23899275915963308,0.6273559927940369,0.18939048839065264
104,he88788,iou,0.5,30,14,15,0.3181818181818182,0.4827586206896552,0.23728813559322035,0.3835616438356164,29,44,0.2956276926501044,0.6123716490609306,0.23488227635213774
105,he88790,iou,0.5,16,18,18,0.5294117647058824,0.5,0.34615384615384615,0.5142857142857142,36,34,0.3271217876010471,0.6542435752020942,0.33646812438964846
106,he887,iou,0.5,1,0,13,0.0,0.0,0.0,0.0,13,1,0.0,0.0,0.0
107,he88806,iou,0.5,57,105,96,0.6481481481481481,0.5223880597014925,0.4069767441860465,0.5785123966942148,201,162,0.3422606738645639,0.6551847185407366,0.37903248180042615
108,he88807,iou,0.5,49,61,57,0.5545454545454546,0.5169491525423728,0.3652694610778443,0.5350877192982456,118,110,0.33573063349319715,0.6494461434786437,0.3475106557210286
109,he88809,iou,0.5,83,63,104,0.4315068493150685,0.3772455089820359,0.252,0.402555910543131,167,146,0.24632742876064279,0.6529631841750372,0.26285418915672426
110,he88816,iou,0.5,13,6,10,0.3157894736842105,0.375,0.20689655172413793,0.34285714285714286,16,19,0.24126364290714264,0.643369714419047,0.22058390208653042
111,he88817,iou,0.5,28,30,44,0.5172413793103449,0.40540540540540543,0.29411764705882354,0.45454545454545453,74,58,0.26879743627599767,0.6630336761474609,0.30137894370339136
112,he88822,iou,0.5,19,16,32,0.45714285714285713,0.3333333333333333,0.23880597014925373,0.3855421686746988,48,35,0.20417020718256632,0.612510621547699,0.23614867336778755
113,he88823,iou,0.5,11,0,6,0.0,0.0,0.0,0.0,6,11,0.0,0.0,0.0
114,he88824,iou,0.5,11,1,9,0.08333333333333333,0.1,0.047619047619047616,0.09090909090909091,10,12,0.06000000238418579,0.6000000238418579,0.05454545671289617
115,he88830,iou,0.5,23,31,33,0.5740740740740741,0.484375,0.3563218390804598,0.5254237288135594,64,54,0.3085666298866272,0.637040784282069,0.334716344283799
116,he88831,iou,0.5,34,18,31,0.34615384615384615,0.3673469387755102,0.21686746987951808,0.3564356435643564,49,52,0.24792612815389828,0.6749100155300565,0.24056198573348545
117,he88838,iou,0.5,27,24,57,0.47058823529411764,0.2962962962962963,0.2222222222222222,0.36363636363636365,81,51,0.19378964694929712,0.6540400584538778,0.23783274852868283
118,he88841,iou,0.5,27,7,4,0.20588235294117646,0.6363636363636364,0.18421052631578946,0.3111111111111111,11,34,0.4002500447359952,0.6289643560137067,0.19567779964870877
119,he88842,iou,0.5,55,5,3,0.08333333333333333,0.625,0.07936507936507936,0.14705882352941177,8,60,0.42431139945983887,0.6788982391357422,0.0998379763434915
120,he88843,iou,0.5,30,7,7,0.1891891891891892,0.5,0.1590909090909091,0.27450980392156865,14,37,0.3607723372323172,0.7215446744646344,0.1980710871079389
121,he88844,iou,0.5,13,9,10,0.4090909090909091,0.47368421052631576,0.28125,0.43902439024390244,19,22,0.31931834471853154,0.6741165055168999,0.2959535877879073
122,he88861,iou,0.5,43,60,76,0.5825242718446602,0.4411764705882353,0.33519553072625696,0.502092050209205,136,103,0.29056745416977825,0.6586195627848307,0.3306876465865259
123,he88862,iou,0.5,34,31,69,0.47692307692307695,0.31,0.23134328358208955,0.37575757575757573,100,65,0.219769287109375,0.7089331842237904,0.2663870146780303
124,he88870,iou,0.5,27,15,19,0.35714285714285715,0.4411764705882353,0.2459016393442623,0.39473684210526316,34,42,0.27381249035105987,0.6206416447957357,0.24499012294568515
125,he88871,iou,0.5,30,16,18,0.34782608695652173,0.47058823529411764,0.25,0.4,34,46,0.3038679010727826,0.6457192897796631,0.2582877159118652
126,he88872,iou,0.5,5,3,12,0.375,0.2,0.15,0.2608695652173913,15,8,0.15028589566548664,0.7514294783274332,0.19602508130280868
127,he88875,iou,0.5,15,1,6,0.0625,0.14285714285714285,0.045454545454545456,0.08695652173913043,7,16,0.07709750958851405,0.5396825671195984,0.04692891887996508
128,he88876,iou,0.5,3,1,5,0.25,0.16666666666666666,0.1111111111111111,0.2,6,4,0.11519607901573181,0.6911764740943909,0.13823529481887817
129,he88884,iou,0.5,35,33,28,0.4852941176470588,0.5409836065573771,0.34375,0.5116279069767442,61,68,0.36187065624799886,0.6689124251856948,0.34223426404849505
130,he88885,iou,0.5,34,30,48,0.46875,0.38461538461538464,0.26785714285714285,0.4225352112676056,78,64,0.2487191420335036,0.6466697692871094,0.27324074758610256
131,he88892,iou,0.5,16,20,45,0.5555555555555556,0.3076923076923077,0.24691358024691357,0.39603960396039606,65,36,0.2049879660973182,0.6662108898162842,0.2638458969569442
132,he88893,iou,0.5,40,18,17,0.3103448275862069,0.5142857142857142,0.24,0.3870967741935484,35,58,0.3143599646432059,0.6112554868062338,0.23661502715080016
133,he88894,iou,0.5,43,3,2,0.06521739130434782,0.6,0.0625,0.11764705882352941,5,46,0.31805853843688964,0.5300975640614828,0.062364419301350914
134,he88898,iou,0.5,14,5,1,0.2631578947368421,0.8333333333333334,0.25,0.4,6,19,0.5162707169850668,0.6195248603820801,0.24780994415283203
135,he88899,iou,0.5,27,14,11,0.34146341463414637,0.56,0.2692307692307692,0.42424242424242425,25,41,0.3637282562255859,0.6495147432599749,0.27555170926180755
136,he88924,iou,0.5,6,3,6,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,9,9,0.22652917438083225,0.6795875231424967,0.22652917438083225
137,he88925,iou,0.5,19,37,29,0.6607142857142857,0.5606060606060606,0.43529411764705883,0.6065573770491803,66,56,0.3729185335563891,0.6652060328303157,0.4034856264708472
138,he88930,iou,0.5,5,5,12,0.5,0.29411764705882354,0.22727272727272727,0.37037037037037035,17,10,0.19846784367280848,0.6747906684875489,0.24992246981020327
139,he88931,iou,0.5,11,7,10,0.3888888888888889,0.4117647058823529,0.25,0.4,17,18,0.2655682844274184,0.6449515478951591,0.25798061915806364
140,he88942,iou,0.5,15,19,97,0.5588235294117647,0.16379310344827586,0.1450381679389313,0.25333333333333335,116,34,0.1056546507210567,0.6450494465075041,0.1634125264485677
141,he88943,iou,0.5,15,24,111,0.6153846153846154,0.17777777777777778,0.16,0.27586206896551724,135,39,0.11955826370804398,0.6725152333577474,0.18552144368489584
142,he88944,iou,0.5,11,28,57,0.717948717948718,0.32941176470588235,0.2916666666666667,0.45161290322580644,85,39,0.21932417925666362,0.6658055441720145,0.3006863747873614
143,he88945,iou,0.5,16,27,47,0.627906976744186,0.36486486486486486,0.3,0.46153846153846156,74,43,0.2351215207898939,0.6444071310537832,0.2974186758709769
144,he88946,iou,0.5,12,10,43,0.45454545454545453,0.18867924528301888,0.15384615384615385,0.26666666666666666,53,22,0.13853469884620523,0.7342339038848877,0.1957957077026367
145,he88947,iou,0.5,41,10,12,0.19607843137254902,0.45454545454545453,0.15873015873015872,0.273972602739726,22,51,0.3106977506117387,0.6835350513458252,0.187269877081048
146,he88948,iou,0.5,23,6,7,0.20689655172413793,0.46153846153846156,0.16666666666666666,0.2857142857142857,13,29,0.31700948568490833,0.6868538856506348,0.1962439673287528
147,he88949,iou,0.5,29,9,10,0.23684210526315788,0.47368421052631576,0.1875,0.3157894736842105,19,38,0.2886322673998381,0.6093347867329916,0.19242151159989207
148,he88952,iou,0.5,15,5,5,0.25,0.5,0.2,0.3333333333333333,10,20,0.3166459798812866,0.6332919597625732,0.21109731992085776
149,he88953,iou,0.5,19,8,11,0.2962962962962963,0.42105263157894735,0.21052631578947367,0.34782608695652173,19,27,0.2564121547498201,0.6089788675308228,0.21181873653246008
150,he88977,iou,0.5,12,2,10,0.14285714285714285,0.16666666666666666,0.08333333333333333,0.15384615384615385,12,14,0.12123769521713257,0.7274261713027954,0.11191171866196853
151,he88996,iou,0.5,15,11,60,0.4230769230769231,0.15492957746478872,0.12790697674418605,0.2268041237113402,71,26,0.0994599503530583,0.6419687704606489,0.145601164434374
152,he88997,iou,0.5,11,16,134,0.5925925925925926,0.10666666666666667,0.09937888198757763,0.1807909604519774,150,27,0.06913954416910807,0.6481832265853882,0.11718566808323402
153,he89000,iou,0.5,7,6,18,0.46153846153846156,0.25,0.1935483870967742,0.32432432432432434,24,13,0.16667068004608154,0.6666827201843262,0.21622142276248416
154,he89001,iou,0.5,31,7,26,0.18421052631578946,0.21212121212121213,0.109375,0.19718309859154928,33,38,0.13883167324644147,0.6544921738760812,0.12905479484880475
155,he89002,iou,0.5,30,7,6,0.1891891891891892,0.5384615384615384,0.16279069767441862,0.28,13,37,0.32563150846041167,0.6047442299979073,0.16932838439941406
156,he89003,iou,0.5,15,7,3,0.3181818181818182,0.7,0.28,0.4375,10,22,0.4581453800201416,0.6544934000287738,0.2863408625125885
157,he89005,iou,0.5,13,10,19,0.43478260869565216,0.3448275862068966,0.23809523809523808,0.38461538461538464,29,23,0.250835237831905,0.7274221897125244,0.27977776527404785
158,he89006,iou,0.5,16,7,19,0.30434782608695654,0.2692307692307692,0.16666666666666666,0.2857142857142857,26,23,0.18674870637746957,0.6936380522591727,0.19818230064547793
159,he89007,iou,0.5,15,3,4,0.16666666666666666,0.42857142857142855,0.13636363636363635,0.24,7,18,0.28214992795671734,0.6583498318990072,0.15800395965576172
160,he89034,iou,0.5,42,66,99,0.6111111111111112,0.4,0.3188405797101449,0.4835164835164835,165,108,0.2608467333244555,0.6521168333111387,0.3153092380845066
161,he89050,iou,0.5,7,5,56,0.4166666666666667,0.08196721311475409,0.07352941176470588,0.136986301369863,61,12,0.05700405308457672,0.6954494476318359,0.09526704762079945
162,he89051,iou,0.5,11,22,88,0.6666666666666666,0.2,0.18181818181818182,0.3076923076923077,110,33,0.12848235043612394,0.6424117521806196,0.19766515451711375
163,he89052,iou,0.5,14,26,82,0.65,0.24074074074074073,0.21311475409836064,0.35135135135135137,108,40,0.1520710344667788,0.631679681631235,0.2219415097623258
164,he89054,iou,0.5,21,4,18,0.16,0.18181818181818182,0.09302325581395349,0.1702127659574468,22,25,0.11885122819380327,0.653681755065918,0.11126497958568816
165,he89055,iou,0.5,18,3,6,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.2,9,21,0.18225932121276855,0.5467779636383057,0.10935559272766113
166,he89056,iou,0.5,14,3,8,0.17647058823529413,0.2727272727272727,0.12,0.21428571428571427,11,17,0.16777814518321643,0.6151865323384603,0.13182568550109863
