,image,MSE,PSNR,SSIM
431,he94323,52.64189656575521,31.183654987635055,0.65885174
432,he94345,100.8695780436198,28.393842778986617,0.63611597
433,he94346,122.30027262369792,27.316646253988676,0.634381
434,he94347,123.25935872395833,27.26897561790563,0.45055708
435,he94349,68.932861328125,29.673217047924616,0.48872712
436,he94350,166.80647786458334,25.926513904231008,0.6057779
437,he94368,647.2295328776041,19.67818877728957,0.59880215
438,he94373,95.39237467447917,28.42645542888471,0.6509434
439,he94374,119.1822509765625,27.832725506860335,0.59316355
440,he94375,69.6666259765625,29.75407679802586,0.6113541
441,he94376,49.909952799479164,31.50903952404559,0.5506812
442,he94399,159.76256306966147,26.333706945427554,0.63914776
443,he94400,574.2079671223959,20.15513142308077,0.5852237
444,he94401,148.70841471354166,26.413055810621447,0.60437036
445,he94426,202.89005533854166,24.811985703802442,0.61594516
446,he94448,366.2078043619792,22.36789707822531,0.55545187
447,he94475,626.6993001302084,19.969097255962577,0.58892316
448,he94476,191.64959716796875,25.802094415559374,0.6447186
449,he94480,371.132080078125,22.265119756297388,0.6018243
450,he94503,558.0879720052084,20.337504327373708,0.6130101
451,he94504,120.3072509765625,27.585242222820504,0.64528996
452,he94505,120.2037353515625,28.441975296638503,0.6450729
453,he94528,170.53741455078125,25.754205080425297,0.59213036
454,he94529,291.13311767578125,23.580833666990053,0.5794539
455,he94531,181.76790364583334,25.467399995601383,0.59418404
456,he94532,306.63010660807294,23.250549428101266,0.6068744
457,he94533,368.701416015625,22.46992998742332,0.6316169
458,he94557,267.6106770833333,24.00200258511529,0.60444003
459,he94558,84.24917602539062,29.29203196578338,0.6284833
460,he94560,158.6959431966146,26.08482599762331,0.6955784
461,he94583,270.185791015625,23.39090846175502,0.6373191
462,he94584,277.40260823567706,23.72074384552092,0.618558
463,he94585,145.80916341145834,26.627425716926435,0.67163116
464,he94587,373.2566731770833,22.457658152192295,0.60595566
465,he94640,238.0855509440104,24.050360339911123,0.63260126
466,he94666,185.67498779296875,25.241401768147284,0.54231787
467,he94691,163.3768107096354,26.293491454210667,0.6376279
468,he94692,351.1674397786458,22.286415332327092,0.61988133
469,he95035,292.58880615234375,23.31772301469922,0.5517774
470,he95060,387.60009765625,21.98943673606903,0.5778454
471,he95082,143.3608194986979,26.670966242341194,0.6302969
472,he95083,237.2408243815104,24.96209703376799,0.56632525
473,he95129,324.694580078125,23.609200346404734,0.63307995
474,he95130,292.5640869140625,23.619712306068784,0.58514476
475,he95152,534.2340087890625,20.71237430515598,0.6081092
476,he95179,503.1934814453125,21.12339788618149,0.5704033
477,he95200,374.1649983723958,22.154952340602897,0.55189294
478,he95202,63.285430908203125,31.184941725871948,0.69589025
479,he95203,433.2080891927083,21.730216681970855,0.57257366
480,he95225,411.2178548177083,21.6846052620833,0.59806746
