,image,criterion,thresh,fp,tp,fn,precision,recall,accuracy,f1,n_true,n_pred,mean_true_score,mean_matched_score,panoptic_quality
64,he84313,iou,0.5,20,51,16,0.7183098591549296,0.7611940298507462,0.5862068965517241,0.7391304347826086,67,71,0.6136158046437733,0.8061227237477022,0.5958298392917799
65,he84315,iou,0.5,108,167,32,0.6072727272727273,0.8391959798994975,0.5439739413680782,0.7046413502109705,199,275,0.6376080536962154,0.7597844472188435,0.5353755387575817
66,he84316,iou,0.5,96,118,33,0.5514018691588785,0.7814569536423841,0.4777327935222672,0.6465753424657534,151,214,0.5723355526955712,0.73239549539857,0.4735488682577055
67,he84317,iou,0.5,76,83,30,0.5220125786163522,0.7345132743362832,0.43915343915343913,0.6102941176470589,113,159,0.5499941057863489,0.7487871560705713,0.4569803967195399
68,he84319,iou,0.5,68,89,20,0.5668789808917197,0.8165137614678899,0.5028248587570622,0.6691729323308271,109,157,0.5959786231364679,0.729906403616573,0.4884336084351504
69,he84359,iou,0.5,24,26,9,0.52,0.7428571428571429,0.4406779661016949,0.611764705882353,35,50,0.5614722115652901,0.7558279771071214,0.46238888011259194
70,he84360,iou,0.5,69,143,32,0.6745283018867925,0.8171428571428572,0.5860655737704918,0.7390180878552972,175,212,0.6194186837332589,0.7580298577155267,0.5601977759861515
71,he8473,iou,0.5,70,11,14,0.13580246913580246,0.44,0.11578947368421053,0.20754716981132076,25,81,0.33573410034179685,0.7630320462313566,0.1583651416706589
72,he8474,iou,0.5,69,135,33,0.6617647058823529,0.8035714285714286,0.569620253164557,0.7258064516129032,168,204,0.6088611511957078,0.7576938770435474,0.5499391043058006
73,he8475,iou,0.5,217,144,57,0.3988919667590028,0.7164179104477612,0.3444976076555024,0.5124555160142349,201,361,0.5031743595256141,0.702347543504503,0.35992187282793037
74,he8476,iou,0.5,152,139,50,0.47766323024054985,0.7354497354497355,0.40762463343108507,0.5791666666666667,189,291,0.5310863515056631,0.7221246074429519,0.41823050181070964
75,he8477,iou,0.5,125,140,43,0.5283018867924528,0.7650273224043715,0.45454545454545453,0.625,183,265,0.5672856315237577,0.7415233612060547,0.4634521007537842
76,he8478,iou,0.5,81,162,53,0.6666666666666666,0.7534883720930232,0.5472972972972973,0.7074235807860262,215,243,0.569921023346657,0.7563766667872299,0.5350786900416212
77,he852,iou,0.5,6,3,0,0.3333333333333333,1.0,0.3333333333333333,0.5,3,9,0.7234721978505453,0.7234721978505453,0.36173609892527264
78,he8533,iou,0.5,139,148,33,0.5156794425087108,0.8176795580110497,0.4625,0.6324786324786325,181,287,0.6127531778746547,0.7493805756440034,0.4739672016893697
79,he8534,iou,0.5,93,137,18,0.5956521739130435,0.8838709677419355,0.5524193548387096,0.7116883116883117,155,230,0.6562491140057963,0.7424716253350251,0.5284083775111608
80,he8535,iou,0.5,75,143,31,0.6559633027522935,0.8218390804597702,0.5742971887550201,0.7295918367346939,174,218,0.6014725696081402,0.7318617280546602,0.5339603424072266
81,he856,iou,0.5,24,18,14,0.42857142857142855,0.5625,0.32142857142857145,0.4864864864864865,32,42,0.4012020230293274,0.7132480409410265,0.34698553343076965
82,he857,iou,0.5,8,5,4,0.38461538461538464,0.5555555555555556,0.29411764705882354,0.45454545454545453,9,13,0.40432845221625435,0.7277912139892578,0.33081418817693536
83,he858,iou,0.5,21,16,9,0.43243243243243246,0.64,0.34782608695652173,0.5161290322580645,25,37,0.4878076553344727,0.7621994614601135,0.39339327043102634
84,he88732,iou,0.5,21,39,8,0.65,0.8297872340425532,0.5735294117647058,0.7289719626168224,47,60,0.6582253638734209,0.7932459513346354,0.5782540579822576
85,he88733,iou,0.5,25,38,3,0.6031746031746031,0.926829268292683,0.5757575757575758,0.7307692307692307,41,63,0.7665415507991139,0.8270579890200966,0.604388530437763
86,he88734,iou,0.5,23,22,4,0.4888888888888889,0.8461538461538461,0.4489795918367347,0.6197183098591549,26,45,0.7071098914513221,0.8356753262606534,0.51788330078125
87,he88735,iou,0.5,26,41,8,0.6119402985074627,0.8367346938775511,0.5466666666666666,0.7068965517241379,49,67,0.6520855183504066,0.779321717052925,0.5508998344684469
88,he88752,iou,0.5,96,249,13,0.7217391304347827,0.950381679389313,0.6955307262569832,0.8204283360790774,262,345,0.7622638731512404,0.8020607821912651,0.6580333929674629
89,he88753,iou,0.5,112,193,12,0.6327868852459017,0.9414634146341463,0.6088328075709779,0.7568627450980392,205,305,0.7546462640529725,0.8015672752894268,0.6066764083563113
90,he88754,iou,0.5,88,153,9,0.6348547717842323,0.9444444444444444,0.612,0.7593052109181141,162,241,0.7382287390438127,0.7816539589875664,0.593513924194033
91,he88755,iou,0.5,105,159,11,0.6022727272727273,0.9352941176470588,0.5781818181818181,0.7327188940092166,170,264,0.7359734030330882,0.7868898019850629,0.5765690254176268
92,he88756,iou,0.5,78,150,10,0.6578947368421053,0.9375,0.6302521008403361,0.7731958762886598,160,228,0.732064151763916,0.7808684285481771,0.6037642488774565
93,he88761,iou,0.5,89,98,14,0.5240641711229946,0.875,0.48756218905472637,0.6555183946488294,112,187,0.67474365234375,0.7711356026785714,0.5054935723244147
94,he88762,iou,0.5,9,14,0,0.6086956521739131,1.0,0.6086956521739131,0.7567567567567568,14,23,0.7775674547467913,0.7775674547467913,0.588429425213788
95,he88764,iou,0.5,57,174,11,0.7532467532467533,0.9405405405405406,0.71900826446281,0.8365384615384616,185,231,0.7577269683013091,0.8056292479065643,0.6739398516141452
96,he88765,iou,0.5,88,156,16,0.639344262295082,0.9069767441860465,0.6,0.75,172,244,0.7160607714985692,0.7895029019086789,0.5921271764315091
97,he88766,iou,0.5,91,122,16,0.5727699530516432,0.8840579710144928,0.5327510917030568,0.6951566951566952,138,213,0.6989049496858016,0.7905646152183657,0.5495662852230235
98,he88767,iou,0.5,29,67,8,0.6979166666666666,0.8933333333333333,0.6442307692307693,0.783625730994152,75,96,0.6939730326334635,0.7768354842911905,0.6087482742398803
99,he88768,iou,0.5,19,16,1,0.45714285714285713,0.9411764705882353,0.4444444444444444,0.6153846153846154,17,35,0.7602495305678424,0.8077651262283325,0.4970862315251277
100,he88769,iou,0.5,8,5,5,0.38461538461538464,0.5,0.2777777777777778,0.43478260869565216,10,13,0.3743983268737793,0.7487966537475585,0.32556376249893854
101,he88785,iou,0.5,25,69,6,0.7340425531914894,0.92,0.69,0.8165680473372781,75,94,0.7559883117675781,0.8217264258343241,0.6709955429889747
102,he88786,iou,0.5,27,46,9,0.6301369863013698,0.8363636363636363,0.5609756097560976,0.71875,55,73,0.6701716336337002,0.8012921706489895,0.5759287476539612
103,he88787,iou,0.5,17,15,6,0.46875,0.7142857142857143,0.39473684210526316,0.5660377358490566,21,32,0.5661579313732329,0.792621103922526,0.4486534550504864
104,he88788,iou,0.5,27,24,5,0.47058823529411764,0.8275862068965517,0.42857142857142855,0.6,29,51,0.6777324018807247,0.8189266522725424,0.49135599136352537
105,he88790,iou,0.5,15,31,5,0.6739130434782609,0.8611111111111112,0.6078431372549019,0.7560975609756098,36,46,0.6497359805636935,0.7545321064610635,0.5704998853729992
106,he887,iou,0.5,12,6,7,0.3333333333333333,0.46153846153846156,0.24,0.3870967741935484,13,18,0.3693854625408466,0.800335168838501,0.30980716213103265
107,he88806,iou,0.5,69,191,10,0.7346153846153847,0.9502487562189055,0.7074074074074074,0.8286334056399133,201,260,0.760452346422186,0.8002666053971695,0.6631276426501491
108,he88807,iou,0.5,92,111,7,0.5467980295566502,0.940677966101695,0.5285714285714286,0.6915887850467289,118,203,0.7294786097639698,0.7754817653346706,0.5363144919136974
109,he88809,iou,0.5,125,152,15,0.5487364620938628,0.9101796407185628,0.5205479452054794,0.6846846846846847,167,277,0.7092973172307728,0.7792937630101254,0.5335705044033291
110,he88816,iou,0.5,8,15,1,0.6521739130434783,0.9375,0.625,0.7692307692307693,16,23,0.7427411675453186,0.7922572453816732,0.6094286502935947
111,he88817,iou,0.5,52,64,10,0.5517241379310345,0.8648648648648649,0.5079365079365079,0.6736842105263158,74,116,0.6844075177166913,0.7913461923599243,0.5331174348530017
112,he88822,iou,0.5,19,42,6,0.6885245901639344,0.875,0.6268656716417911,0.7706422018348624,48,61,0.6708983580271403,0.7667409806024461,0.5908829575284905
113,he88823,iou,0.5,13,1,5,0.07142857142857142,0.16666666666666666,0.05263157894736842,0.1,6,14,0.14764492710431418,0.885869562625885,0.0885869562625885
114,he88824,iou,0.5,8,9,1,0.5294117647058824,0.9,0.5,0.6666666666666666,10,17,0.611981201171875,0.6799791124131944,0.45331940827546297
115,he88830,iou,0.5,43,54,10,0.5567010309278351,0.84375,0.5046728971962616,0.6708074534161491,64,97,0.6671324968338013,0.7906755518030237,0.5303910533833948
116,he88831,iou,0.5,50,42,7,0.45652173913043476,0.8571428571428571,0.42424242424242425,0.5957446808510638,49,92,0.6457601274762835,0.7533868153889974,0.4488261878913176
117,he88838,iou,0.5,26,74,7,0.74,0.9135802469135802,0.6915887850467289,0.8176795580110497,81,100,0.6953631271550684,0.7611407202643317,0.6223692077299507
118,he88841,iou,0.5,22,10,1,0.3125,0.9090909090909091,0.30303030303030304,0.46511627906976744,11,32,0.7148001844232733,0.7862802028656006,0.36571172226307
119,he88842,iou,0.5,31,7,1,0.18421052631578946,0.875,0.1794871794871795,0.30434782608695654,8,38,0.6153963208198547,0.7033100809369769,0.21405089419821036
120,he88843,iou,0.5,19,10,4,0.3448275862068966,0.7142857142857143,0.30303030303030304,0.46511627906976744,14,29,0.6091834477015904,0.8528568267822265,0.3966775938521984
121,he88844,iou,0.5,16,13,6,0.4482758620689655,0.6842105263157895,0.37142857142857144,0.5416666666666666,19,29,0.5542263733713251,0.8100231610811673,0.4387625455856323
122,he88861,iou,0.5,87,129,7,0.5972222222222222,0.9485294117647058,0.57847533632287,0.7329545454545454,136,216,0.707303383771111,0.7456841875416363,0.5465526147322222
123,he88862,iou,0.5,61,85,15,0.5821917808219178,0.85,0.5279503105590062,0.6910569105691057,100,146,0.64178466796875,0.7550407858455882,0.5217761528201219
124,he88870,iou,0.5,39,29,5,0.4264705882352941,0.8529411764705882,0.3972602739726027,0.5686274509803921,34,68,0.6531247531666475,0.7657324692298626,0.43541650211109834
125,he88871,iou,0.5,32,29,5,0.47540983606557374,0.8529411764705882,0.4393939393939394,0.6105263157894737,34,61,0.6550910052131204,0.7680377302498653,0.46890724583675986
126,he88872,iou,0.5,3,14,1,0.8235294117647058,0.9333333333333333,0.7777777777777778,0.875,15,17,0.7578962961832683,0.8120317459106445,0.710527777671814
127,he88875,iou,0.5,2,6,1,0.75,0.8571428571428571,0.6666666666666666,0.8,7,8,0.7287887164524623,0.8502535025278727,0.6802028020222982
128,he88876,iou,0.5,1,3,3,0.75,0.5,0.42857142857142855,0.6,6,4,0.41189757982889813,0.8237951596577963,0.4942770957946777
129,he88884,iou,0.5,53,55,6,0.5092592592592593,0.9016393442622951,0.4824561403508772,0.650887573964497,61,108,0.7163302937491995,0.7944754167036576,0.5171141765526766
130,he88885,iou,0.5,74,65,13,0.4676258992805755,0.8333333333333334,0.4276315789473684,0.5990783410138248,78,139,0.6389837020482773,0.7667804424579326,0.45936155538954493
131,he88892,iou,0.5,23,52,13,0.6933333333333334,0.8,0.5909090909090909,0.7428571428571429,65,75,0.6173209557166466,0.7716511946458083,0.5732266017368861
132,he88893,iou,0.5,33,32,3,0.49230769230769234,0.9142857142857143,0.47058823529411764,0.64,35,65,0.7269622802734375,0.7951149940490723,0.5088735961914063
133,he88894,iou,0.5,44,4,1,0.08333333333333333,0.8,0.08163265306122448,0.1509433962264151,5,48,0.603813362121582,0.7547667026519775,0.11392704945690227
134,he88898,iou,0.5,16,4,2,0.2,0.6666666666666666,0.18181818181818182,0.3076923076923077,6,20,0.5308248996734619,0.7962373495101929,0.2449961075415978
135,he88899,iou,0.5,23,19,6,0.4523809523809524,0.76,0.3958333333333333,0.5671641791044776,25,42,0.5819861602783203,0.7657712635241056,0.434318030058448
136,he88924,iou,0.5,3,7,2,0.7,0.7777777777777778,0.5833333333333334,0.7368421052631579,9,10,0.5902632077534994,0.7589098385402134,0.5591967231348941
137,he88925,iou,0.5,33,63,3,0.65625,0.9545454545454546,0.6363636363636364,0.7777777777777778,66,96,0.7598156784520005,0.7959973774259053,0.6191090713312597
138,he88930,iou,0.5,8,11,6,0.5789473684210527,0.6470588235294118,0.44,0.6111111111111112,17,19,0.5230738695930032,0.808386889371005,0.4940142101711697
139,he88931,iou,0.5,12,11,6,0.4782608695652174,0.6470588235294118,0.3793103448275862,0.55,17,23,0.503079470466165,0.7774864543568004,0.42761754989624023
140,he88942,iou,0.5,121,98,18,0.4474885844748858,0.8448275862068966,0.41350210970464135,0.5850746268656717,116,219,0.6237955422237002,0.7383702336525431,0.4320016889429804
141,he88943,iou,0.5,71,125,10,0.6377551020408163,0.9259259259259259,0.6067961165048543,0.7552870090634441,135,196,0.68299481427228,0.7376343994140625,0.5571256793157572
142,he88944,iou,0.5,60,70,15,0.5384615384615384,0.8235294117647058,0.4827586206896552,0.6511627906976745,85,130,0.6335141799029183,0.7692672184535435,0.5009181887604469
143,he88945,iou,0.5,90,62,12,0.40789473684210525,0.8378378378378378,0.3780487804878049,0.5486725663716814,74,152,0.639536831829999,0.7633181541196762,0.41881173057893734
144,he88946,iou,0.5,31,38,15,0.5507246376811594,0.7169811320754716,0.4523809523809524,0.6229508196721312,53,69,0.5644465392490603,0.7872543836894789,0.49042076360983927
145,he88947,iou,0.5,19,18,4,0.4864864864864865,0.8181818181818182,0.43902439024390244,0.6101694915254238,22,37,0.602360725402832,0.7362186643812392,0.4492181680970273
146,he88948,iou,0.5,13,10,3,0.43478260869565216,0.7692307692307693,0.38461538461538464,0.5555555555555556,13,23,0.613629781282865,0.7977187156677246,0.443177064259847
147,he88949,iou,0.5,16,12,7,0.42857142857142855,0.631578947368421,0.34285714285714286,0.5106382978723404,19,28,0.47702653784500926,0.755292018254598,0.3856810305980926
148,he88952,iou,0.5,20,7,3,0.25925925925925924,0.7,0.23333333333333334,0.3783783783783784,10,27,0.5596205711364746,0.7994579587663923,0.302497606019716
149,he88953,iou,0.5,19,13,6,0.40625,0.6842105263157895,0.34210526315789475,0.5098039215686274,19,32,0.5538674404746607,0.8094985668475811,0.4126855438830806
150,he88977,iou,0.5,10,3,9,0.23076923076923078,0.25,0.13636363636363635,0.24,12,13,0.1780336300532023,0.7121345202128092,0.1709122848510742
151,he88996,iou,0.5,233,57,14,0.19655172413793104,0.8028169014084507,0.1875,0.3157894736842105,71,290,0.583894326653279,0.7273069682874178,0.22967588472234246
152,he88997,iou,0.5,120,127,23,0.5141700404858299,0.8466666666666667,0.4703703703703704,0.6397984886649875,150,247,0.632576904296875,0.747138075941191,0.47801781181124053
153,he89000,iou,0.5,25,18,6,0.4186046511627907,0.75,0.3673469387755102,0.5373134328358209,24,43,0.6020342906316122,0.8027123875088162,0.43130814851219973
154,he89001,iou,0.5,19,24,9,0.5581395348837209,0.7272727272727273,0.46153846153846156,0.631578947368421,33,43,0.544137665719697,0.7481892903645834,0.4725406044407895
155,he89002,iou,0.5,16,10,3,0.38461538461538464,0.7692307692307693,0.3448275862068966,0.5128205128205128,13,26,0.5511616926926833,0.7165102005004883,0.36744112846178884
156,he89003,iou,0.5,4,10,0,0.7142857142857143,1.0,0.7142857142857143,0.8333333333333334,10,14,0.7477520942687989,0.7477520942687989,0.623126745223999
157,he89005,iou,0.5,27,25,4,0.4807692307692308,0.8620689655172413,0.44642857142857145,0.6172839506172839,29,52,0.6496537307213093,0.7535983276367187,0.4651841528621721
158,he89006,iou,0.5,26,20,6,0.43478260869565216,0.7692307692307693,0.38461538461538464,0.5555555555555556,26,46,0.6260294547447791,0.8138382911682129,0.4521323839823405
159,he89007,iou,0.5,21,3,4,0.125,0.42857142857142855,0.10714285714285714,0.1935483870967742,7,24,0.371138402393886,0.865989605585734,0.16761089140369045
160,he89034,iou,0.5,110,144,21,0.5669291338582677,0.8727272727272727,0.5236363636363637,0.6873508353221957,165,254,0.676469745058002,0.7751215828789605,0.532780467468116
161,he89050,iou,0.5,262,49,12,0.15755627009646303,0.8032786885245902,0.15170278637770898,0.26344086021505375,61,311,0.5826786854228035,0.7253755063426738,0.19109354736984416
162,he89051,iou,0.5,98,81,29,0.45251396648044695,0.7363636363636363,0.3894230769230769,0.5605536332179931,110,179,0.5269995255903764,0.7156783680856964,0.40117610944596127
163,he89052,iou,0.5,95,91,17,0.489247311827957,0.8425925925925926,0.4482758620689655,0.6190476190476191,108,186,0.6190757045039424,0.7347272097409426,0.45483112983963114
164,he89054,iou,0.5,15,15,7,0.5,0.6818181818181818,0.40540540540540543,0.5769230769230769,22,30,0.5125282460992987,0.7517080942789713,0.43367774669940656
