,image,MSE,PSNR,SSIM
453,he94528,140.08983357747397,26.59385028032891,0.6628217
454,he94529,231.35616048177084,24.649433103149605,0.6615205
455,he94531,148.6496785481771,26.356151985494254,0.69337815
456,he94532,228.0143025716146,24.52420464767137,0.69800836
457,he94533,281.12978108723956,23.576919778268888,0.72405785
458,he94557,203.1983642578125,25.193282975959296,0.7055542
459,he94558,58.41120402018229,31.156095726864457,0.7307356
460,he94560,131.80550130208334,26.892510921818914,0.7828106
461,he94583,196.21561686197916,24.84800046449365,0.72495174
462,he94584,198.2911173502604,25.28424029909454,0.71472555
463,he94585,109.95676676432292,27.84637183295558,0.7560263
464,he94587,276.98948160807294,23.79043388888036,0.69733906
465,he94640,185.2750244140625,25.132344655578002,0.7230931
466,he94666,143.73029581705728,26.30229403027359,0.6201491
467,he94691,133.28064982096353,27.136703442813737,0.7223379
468,he94692,267.6514892578125,23.48885558500669,0.7045879
469,he95035,245.5744832356771,24.098803776531938,0.63387823
470,he95060,330.9076741536458,22.66435106942509,0.6574908
471,he95082,111.72896321614583,27.682917956484943,0.6998215
472,he95083,190.8589070638021,25.721286253555952,0.65158314
473,he95129,275.58286539713544,24.30545031839887,0.6950366
474,he95130,227.6334228515625,24.774600189852727,0.67071867
475,he95152,466.2823893229167,21.276912569171948,0.68513274
476,he95179,415.3558756510417,21.94048205083891,0.66404754
477,he95200,316.38232421875,22.917810281635944,0.6351281
478,he95202,49.65576171875,32.23212946550392,0.7743605
