,image,criterion,thresh,fp,tp,fn,precision,recall,accuracy,f1,n_true,n_pred,mean_true_score,mean_matched_score,panoptic_quality
60,he84273,iou,0.5,105,82,56,0.4385026737967914,0.5942028985507246,0.3374485596707819,0.5046153846153846,138,187,0.4049635348112687,0.6815239976092082,0.3439074941781851
61,he84274,iou,0.5,28,14,26,0.3333333333333333,0.35,0.20588235294117646,0.34146341463414637,40,42,0.2555765867233276,0.7302188192095075,0.24934301143739282
62,he84279,iou,0.5,34,26,34,0.43333333333333335,0.43333333333333335,0.2765957446808511,0.43333333333333335,60,60,0.3050839106241862,0.704039793748122,0.3050839106241862
63,he84280,iou,0.5,40,62,48,0.6078431372549019,0.5636363636363636,0.41333333333333333,0.5849056603773585,110,102,0.40759138627485797,0.723146007907006,0.42297219330409785
64,he84313,iou,0.5,16,42,25,0.7241379310344828,0.6268656716417911,0.5060240963855421,0.672,67,58,0.48105934484681084,0.7674041929699126,0.5156956176757812
65,he84315,iou,0.5,81,100,99,0.5524861878453039,0.5025125628140703,0.35714285714285715,0.5263157894736842,199,181,0.3596310256114557,0.7156657409667969,0.3766661794562089
66,he84316,iou,0.5,58,67,84,0.536,0.44370860927152317,0.32057416267942584,0.4855072463768116,151,125,0.30494240261861033,0.6872582506777635,0.3336688608363055
67,he84317,iou,0.5,56,66,47,0.5409836065573771,0.584070796460177,0.3905325443786982,0.5617021276595745,113,122,0.40905586175159014,0.7003532178474196,0.393389892578125
68,he84319,iou,0.5,54,56,53,0.509090909090909,0.5137614678899083,0.34355828220858897,0.5114155251141552,109,110,0.3521064968284117,0.6853501456124442,0.3504987046054509
69,he84359,iou,0.5,20,14,21,0.4117647058823529,0.4,0.2545454545454545,0.4057971014492754,35,34,0.2932893753051758,0.7332234382629395,0.2975399459617725
70,he84360,iou,0.5,55,102,73,0.6496815286624203,0.5828571428571429,0.4434782608695652,0.6144578313253012,175,157,0.4159755161830357,0.7136834836473652,0.43852840561464607
71,he8473,iou,0.5,34,9,16,0.20930232558139536,0.36,0.15254237288135594,0.2647058823529412,25,43,0.25346839904785157,0.7040788862440321,0.18637382282930262
72,he8474,iou,0.5,60,90,78,0.6,0.5357142857142857,0.39473684210526316,0.5660377358490566,168,150,0.3757402783348447,0.7013818528917101,0.39700859597643967
73,he8475,iou,0.5,162,91,110,0.35968379446640314,0.4527363184079602,0.25068870523415976,0.4008810572687225,201,253,0.2958460376037294,0.6534621270148309,0.2619605883627736
74,he8476,iou,0.5,127,99,90,0.43805309734513276,0.5238095238095238,0.31329113924050633,0.4771084337349398,189,226,0.3452709137447297,0.6591535626035748,0.3144877238445971
75,he8477,iou,0.5,84,99,84,0.5409836065573771,0.5409836065573771,0.3707865168539326,0.5409836065573771,183,183,0.36966988818893015,0.6833291872583255,0.36966988818893015
76,he8478,iou,0.5,67,106,109,0.6127167630057804,0.4930232558139535,0.375886524822695,0.5463917525773195,215,173,0.3544692638308503,0.7189706766380454,0.39283964805996296
77,he852,iou,0.5,4,2,1,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.4444444444444444,3,6,0.4298850695292155,0.6448276042938232,0.2865900463528103
78,he8533,iou,0.5,92,111,70,0.5467980295566502,0.6132596685082873,0.4065934065934066,0.578125,181,203,0.4240386288469009,0.69145037676837,0.39974474906921387
79,he8534,iou,0.5,83,106,49,0.5608465608465608,0.6838709677419355,0.44537815126050423,0.6162790697674418,155,189,0.46660623858051914,0.6823015752828346,0.4204881801161655
80,he8535,iou,0.5,70,103,71,0.5953757225433526,0.5919540229885057,0.42213114754098363,0.5936599423631124,174,173,0.4036811302448141,0.6819467637145403,0.404844476441485
81,he856,iou,0.5,19,17,15,0.4722222222222222,0.53125,0.3333333333333333,0.5,32,36,0.3747406601905823,0.7053941838881549,0.35269709194407745
82,he857,iou,0.5,7,6,3,0.46153846153846156,0.6666666666666666,0.375,0.5454545454545454,9,13,0.45167695151435006,0.677515427271525,0.36955386942083185
83,he858,iou,0.5,19,15,10,0.4411764705882353,0.6,0.3409090909090909,0.5084745762711864,25,34,0.44420909881591797,0.7403484980265299,0.3764483888270491
84,he88732,iou,0.5,14,34,13,0.7083333333333334,0.723404255319149,0.5573770491803278,0.7157894736842105,47,48,0.5167240792132438,0.7142950506771312,0.5112848783794203
85,he88733,iou,0.5,18,30,11,0.625,0.7317073170731707,0.5084745762711864,0.6741573033707865,41,48,0.5646865193436785,0.7717382431030273,0.5202729728784454
86,he88734,iou,0.5,15,16,10,0.5161290322580645,0.6153846153846154,0.3902439024390244,0.5614035087719298,26,31,0.47422317358163685,0.7706126570701599,0.43262464958324764
87,he88735,iou,0.5,23,34,15,0.5964912280701754,0.6938775510204082,0.4722222222222222,0.6415094339622641,49,57,0.5275057967828245,0.7602289424223059,0.4876940385350641
88,he88752,iou,0.5,68,187,75,0.7333333333333333,0.7137404580152672,0.5666666666666667,0.723404255319149,262,255,0.529510498046875,0.7418810186539104,0.5366798858347437
89,he88753,iou,0.5,48,137,68,0.7405405405405405,0.6682926829268293,0.541501976284585,0.7025641025641025,205,185,0.5020484738233613,0.7512404170349567,0.5277945494040465
90,he88754,iou,0.5,54,89,73,0.6223776223776224,0.5493827160493827,0.41203703703703703,0.5836065573770491,162,143,0.3915028277738595,0.712623124711969,0.41589152852042777
91,he88755,iou,0.5,59,95,75,0.6168831168831169,0.5588235294117647,0.4148471615720524,0.5864197530864198,170,154,0.3972321454216452,0.710836470754523,0.41684854766468943
92,he88756,iou,0.5,36,90,70,0.7142857142857143,0.5625,0.45918367346938777,0.6293706293706294,160,126,0.4040999412536621,0.718399895562066,0.4521397944096919
93,he88761,iou,0.5,45,77,35,0.6311475409836066,0.6875,0.49044585987261147,0.6581196581196581,112,122,0.505033118384225,0.734593626740691,0.4834505064874633
94,he88762,iou,0.5,4,10,4,0.7142857142857143,0.7142857142857143,0.5555555555555556,0.7142857142857143,14,14,0.5434298855917794,0.7608018398284913,0.5434298855917794
95,he88764,iou,0.5,44,138,47,0.7582417582417582,0.745945945945946,0.6026200873362445,0.7520435967302452,185,182,0.5495522164009713,0.7367185509723165,0.5540444688511155
96,he88765,iou,0.5,40,99,73,0.7122302158273381,0.5755813953488372,0.4669811320754717,0.6366559485530546,172,139,0.39861772226732833,0.6925479619189946,0.4409147796140223
97,he88766,iou,0.5,43,56,82,0.5656565656565656,0.4057971014492754,0.30939226519337015,0.47257383966244726,138,99,0.2905631963757501,0.7160307339259556,0.338377393247709
98,he88767,iou,0.5,18,42,33,0.7,0.56,0.45161290322580644,0.6222222222222222,75,60,0.41844317118326824,0.7472199485415504,0.464936856870298
99,he88768,iou,0.5,11,13,4,0.5416666666666666,0.7647058823529411,0.4642857142857143,0.6341463414634146,17,24,0.5595488267786363,0.7317176965566782,0.4640161002554545
100,he88769,iou,0.5,10,6,4,0.375,0.6,0.3,0.46153846153846156,10,16,0.429575252532959,0.7159587542215983,0.33044250194843
101,he88785,iou,0.5,19,58,17,0.7532467532467533,0.7733333333333333,0.6170212765957447,0.7631578947368421,75,77,0.5803677368164063,0.7504755217453529,0.5727313192267167
102,he88786,iou,0.5,16,38,17,0.7037037037037037,0.6909090909090909,0.5352112676056338,0.6972477064220184,55,54,0.5087316339666194,0.7363221017937911,0.5133988966635608
103,he88787,iou,0.5,21,12,9,0.36363636363636365,0.5714285714285714,0.2857142857142857,0.4444444444444444,21,33,0.39547229948497953,0.6920765240987142,0.3075895662660952
104,he88788,iou,0.5,26,19,10,0.4222222222222222,0.6551724137931034,0.34545454545454546,0.5135135135135135,29,45,0.47856705764244345,0.7304444564016241,0.37509309923326645
105,he88790,iou,0.5,14,23,13,0.6216216216216216,0.6388888888888888,0.46,0.6301369863013698,36,37,0.45615741941663956,0.7139855260434358,0.44990868764380887
106,he887,iou,0.5,20,6,7,0.23076923076923078,0.46153846153846156,0.18181818181818182,0.3076923076923077,13,26,0.3295296155489408,0.7139808336893717,0.21968641036596054
107,he88806,iou,0.5,49,132,69,0.7292817679558011,0.6567164179104478,0.528,0.6910994764397905,201,181,0.48158290730186953,0.7333194270278468,0.5067966720820721
108,he88807,iou,0.5,38,60,58,0.6122448979591837,0.5084745762711864,0.38461538461538464,0.5555555555555556,118,98,0.362552933773752,0.7130207697550456,0.3961226498639142
109,he88809,iou,0.5,47,81,86,0.6328125,0.48502994011976047,0.37850467289719625,0.5491525423728814,167,128,0.35228551076557824,0.7263170407142168,0.39885884947695976
110,he88816,iou,0.5,9,11,5,0.55,0.6875,0.44,0.6111111111111112,16,20,0.4802348017692566,0.6985233480280096,0.4268753793504503
111,he88817,iou,0.5,33,43,31,0.5657894736842105,0.581081081081081,0.40186915887850466,0.5733333333333334,74,76,0.4254218952075855,0.7321214010549146,0.41974960327148436
112,he88822,iou,0.5,12,24,24,0.6666666666666666,0.5,0.4,0.5714285714285714,48,36,0.33658615748087567,0.6731723149617513,0.3846698942638579
113,he88823,iou,0.5,12,1,5,0.07692307692307693,0.16666666666666666,0.05555555555555555,0.10526315789473684,6,13,0.1180555522441864,0.7083333134651184,0.07456140141738088
114,he88824,iou,0.5,17,8,2,0.32,0.8,0.2962962962962963,0.45714285714285713,10,25,0.5601633548736572,0.7002041935920715,0.32009334564208985
115,he88830,iou,0.5,30,51,13,0.6296296296296297,0.796875,0.5425531914893617,0.7034482758620689,64,81,0.5910384654998779,0.7416953292547488,0.5217443005792026
116,he88831,iou,0.5,39,33,16,0.4583333333333333,0.673469387755102,0.375,0.5454545454545454,49,72,0.48654361647002553,0.7224435517282197,0.39406011912448347
117,he88838,iou,0.5,28,55,26,0.6626506024096386,0.6790123456790124,0.5045871559633027,0.6707317073170732,81,83,0.4865585609718605,0.7165680625221946,0.4806249199843988
118,he88841,iou,0.5,24,9,2,0.2727272727272727,0.8181818181818182,0.2571428571428571,0.4090909090909091,11,33,0.562578721479936,0.6875962151421441,0.281289360739968
119,he88842,iou,0.5,27,6,2,0.18181818181818182,0.75,0.17142857142857143,0.2926829268292683,8,33,0.5294082164764404,0.7058776219685873,0.2065983283810499
120,he88843,iou,0.5,14,7,7,0.3333333333333333,0.5,0.25,0.4,14,21,0.3778247833251953,0.7556495666503906,0.30225982666015627
121,he88844,iou,0.5,20,12,7,0.375,0.631578947368421,0.3076923076923077,0.47058823529411764,19,32,0.4732381921065481,0.7492938041687012,0.3526088490205653
122,he88861,iou,0.5,42,62,74,0.5961538461538461,0.45588235294117646,0.34831460674157305,0.5166666666666667,136,104,0.3280104188358082,0.7195067251882246,0.37174514134724934
123,he88862,iou,0.5,26,33,67,0.559322033898305,0.33,0.2619047619047619,0.41509433962264153,100,59,0.24276453018188476,0.7356500914602568,0.30536418890803113
124,he88870,iou,0.5,13,22,12,0.6285714285714286,0.6470588235294118,0.46808510638297873,0.6376811594202898,34,35,0.4645258959601907,0.717903657393022,0.45779363659844885
125,he88871,iou,0.5,17,22,12,0.5641025641025641,0.6470588235294118,0.43137254901960786,0.6027397260273972,34,39,0.44825374378877525,0.69275578585538,0.41755143257036603
126,he88872,iou,0.5,6,9,6,0.6,0.6,0.42857142857142855,0.6,15,15,0.4554652531941732,0.759108755323622,0.4554652531941732
127,he88875,iou,0.5,4,5,2,0.5555555555555556,0.7142857142857143,0.45454545454545453,0.625,7,9,0.5175995145525251,0.7246393203735352,0.4528995752334595
128,he88876,iou,0.5,1,3,3,0.75,0.5,0.42857142857142855,0.6,6,4,0.42254523436228436,0.8450904687245687,0.5070542812347412
129,he88884,iou,0.5,43,44,17,0.5057471264367817,0.7213114754098361,0.4230769230769231,0.5945945945945946,61,87,0.5281841715828317,0.7322553287852894,0.43539506035882075
130,he88885,iou,0.5,50,52,26,0.5098039215686274,0.6666666666666666,0.40625,0.5777777777777777,78,102,0.4852712582319211,0.7279068873478816,0.42056842380099824
131,he88892,iou,0.5,22,36,29,0.6206896551724138,0.5538461538461539,0.41379310344827586,0.5853658536585366,65,58,0.40838625981257515,0.7373640802171495,0.4316277542734534
132,he88893,iou,0.5,27,24,11,0.47058823529411764,0.6857142857142857,0.3870967741935484,0.5581395348837209,35,51,0.49523604256766185,0.7222192287445068,0.4030991044155387
133,he88894,iou,0.5,30,5,0,0.14285714285714285,1.0,0.14285714285714285,0.25,5,35,0.6427895545959472,0.6427895545959472,0.1606973886489868
134,he88898,iou,0.5,19,5,1,0.20833333333333334,0.8333333333333334,0.2,0.3333333333333333,6,24,0.6672419706980387,0.8006903648376464,0.2668967882792155
135,he88899,iou,0.5,17,15,10,0.46875,0.6,0.35714285714285715,0.5263157894736842,25,32,0.43385162353515627,0.7230860392252604,0.38057159959224235
136,he88924,iou,0.5,2,7,2,0.7777777777777778,0.7777777777777778,0.6363636363636364,0.7777777777777778,9,9,0.564207500881619,0.7254096439906529,0.564207500881619
137,he88925,iou,0.5,13,44,22,0.7719298245614035,0.6666666666666666,0.5569620253164557,0.7154471544715447,66,57,0.5007067015676787,0.7510600523515181,0.537343777292143
138,he88930,iou,0.5,12,9,8,0.42857142857142855,0.5294117647058824,0.3103448275862069,0.47368421052631576,17,21,0.4112063856685863,0.7767231729295518,0.36792150296662984
139,he88931,iou,0.5,16,13,4,0.4482758620689655,0.7647058823529411,0.3939393939393939,0.5652173913043478,17,29,0.5238597533282112,0.6850473697368915,0.3872006872425909
140,he88942,iou,0.5,62,71,45,0.5338345864661654,0.6120689655172413,0.398876404494382,0.570281124497992,116,133,0.41807325955094965,0.6830492691254951,0.38953010528441895
141,he88943,iou,0.5,42,106,29,0.7162162162162162,0.7851851851851852,0.5988700564971752,0.7491166077738516,135,148,0.5471473976417824,0.6968386668079304,0.5220134182448101
142,he88944,iou,0.5,35,57,28,0.6195652173913043,0.6705882352941176,0.475,0.6440677966101694,85,92,0.4804898879107307,0.7165200082879317,0.46148746296510856
143,he88945,iou,0.5,63,55,19,0.4661016949152542,0.7432432432432432,0.40145985401459855,0.5729166666666666,74,118,0.5149780479637353,0.6928795554421164,0.3969622453053792
144,he88946,iou,0.5,23,35,18,0.603448275862069,0.660377358490566,0.4605263157894737,0.6306306306306306,53,58,0.487231416522332,0.7378075735909598,0.4652840554177224
145,he88947,iou,0.5,17,13,9,0.43333333333333335,0.5909090909090909,0.3333333333333333,0.5,22,30,0.4402334906838157,0.7450105226956881,0.37250526134784406
146,he88948,iou,0.5,15,9,4,0.375,0.6923076923076923,0.32142857142857145,0.4864864864864865,13,24,0.5374250411987305,0.7762806150648329,0.37765002895045924
147,he88949,iou,0.5,14,11,8,0.44,0.5789473684210527,0.3333333333333333,0.5,19,25,0.37902847089265523,0.6546855406327681,0.32734277031638404
148,he88952,iou,0.5,17,7,3,0.2916666666666667,0.7,0.25925925925925924,0.4117647058823529,10,24,0.5205127239227295,0.7435896056038993,0.30618395524866443
149,he88953,iou,0.5,11,8,11,0.42105263157894735,0.42105263157894735,0.26666666666666666,0.42105263157894735,19,19,0.30833236794722707,0.7322893738746643,0.30833236794722707
150,he88977,iou,0.5,10,7,5,0.4117647058823529,0.5833333333333334,0.3181818181818182,0.4827586206896552,12,17,0.4405711889266968,0.7552648953029087,0.36461063911174907
151,he88996,iou,0.5,139,42,29,0.23204419889502761,0.5915492957746479,0.2,0.3333333333333333,71,181,0.4157077359481597,0.702744029817127,0.23424800993904235
152,he88997,iou,0.5,71,100,50,0.5847953216374269,0.6666666666666666,0.45248868778280543,0.6230529595015576,150,171,0.45960240681966147,0.6894036102294921,0.4295349596445434
153,he89000,iou,0.5,17,16,8,0.48484848484848486,0.6666666666666666,0.3902439024390244,0.5614035087719298,24,33,0.49191153049468994,0.7378672957420349,0.4142412888376336
154,he89001,iou,0.5,27,18,15,0.4,0.5454545454545454,0.3,0.46153846153846156,33,45,0.3731902440388997,0.6841821140713162,0.31577636034060746
155,he89002,iou,0.5,22,9,4,0.2903225806451613,0.6923076923076923,0.2571428571428571,0.4090909090909091,13,31,0.48572980440579927,0.7016097174750434,0.2870221571488814
156,he89003,iou,0.5,8,9,1,0.5294117647058824,0.9,0.5,0.6666666666666666,10,17,0.6449779987335205,0.7166422208150228,0.47776148054334855
157,he89005,iou,0.5,22,17,12,0.4358974358974359,0.5862068965517241,0.3333333333333333,0.5,29,39,0.41631241502432986,0.7101800021003274,0.3550900010501637
158,he89006,iou,0.5,21,14,12,0.4,0.5384615384615384,0.2978723404255319,0.45901639344262296,26,35,0.4200297502370981,0.7800552504403251,0.3580581477431
159,he89007,iou,0.5,17,4,3,0.19047619047619047,0.5714285714285714,0.16666666666666666,0.2857142857142857,7,21,0.4238440990447998,0.7417271733283997,0.2119220495223999
160,he89034,iou,0.5,57,98,67,0.632258064516129,0.593939393939394,0.44144144144144143,0.6125,165,155,0.437937881007339,0.7373443914919483,0.45162343978881836
161,he89050,iou,0.5,143,39,22,0.21428571428571427,0.639344262295082,0.19117647058823528,0.32098765432098764,61,182,0.4324551254022317,0.6764041705009265,0.2171173880620258
162,he89051,iou,0.5,42,57,53,0.5757575757575758,0.5181818181818182,0.375,0.5454545454545454,110,99,0.3535786021839489,0.6823446708813048,0.37218800229889354
163,he89052,iou,0.5,63,78,30,0.5531914893617021,0.7222222222222222,0.45614035087719296,0.6265060240963856,108,141,0.49399418301052517,0.683991945706881,0.4285250744187688
164,he89054,iou,0.5,13,13,9,0.5,0.5909090909090909,0.37142857142857144,0.5416666666666666,22,26,0.42964246056296607,0.7270872409527118,0.39383892218271893
165,he89055,iou,0.5,11,7,2,0.3888888888888889,0.7777777777777778,0.35,0.5185185185185185,9,18,0.5730130937364366,0.7367311205182757,0.3820087291576244
